track_id,genre,split,audio_path,exists
30095,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030095.mp3,True
30120,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030120.mp3,True
30196,Instrumental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030196.mp3,True
30198,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030198.mp3,True
30230,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030230.mp3,True
30316,Experimental,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030316.mp3,True
30486,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030486.mp3,True
30487,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030487.mp3,True
30488,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030488.mp3,True
30519,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030519.mp3,True
30520,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030520.mp3,True
30521,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030521.mp3,True
30522,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030522.mp3,True
30636,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030636.mp3,True
30682,Experimental,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030682.mp3,True
30690,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030690.mp3,True
30702,Experimental,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030702.mp3,True
30740,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030740.mp3,True
30895,Electronic,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\030\030895.mp3,True
31040,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031040.mp3,True
31041,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031041.mp3,True
31042,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031042.mp3,True
31043,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031043.mp3,True
31044,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031044.mp3,True
31165,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031165.mp3,True
31356,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031356.mp3,True
31389,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031389.mp3,True
31390,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031390.mp3,True
31391,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031391.mp3,True
31392,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031392.mp3,True
31568,Electronic,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031568.mp3,True
31807,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031807.mp3,True
31887,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031887.mp3,True
31888,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031888.mp3,True
31889,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031889.mp3,True
31999,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\031\031999.mp3,True
32001,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032001.mp3,True
32021,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032021.mp3,True
32075,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032075.mp3,True
32081,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032081.mp3,True
32218,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032218.mp3,True
32325,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032325.mp3,True
32326,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032326.mp3,True
32327,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032327.mp3,True
32328,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032328.mp3,True
32329,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032329.mp3,True
32330,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032330.mp3,True
32331,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032331.mp3,True
32332,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032332.mp3,True
32333,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032333.mp3,True
32334,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032334.mp3,True
32335,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032335.mp3,True
32336,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032336.mp3,True
32337,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032337.mp3,True
32338,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032338.mp3,True
32339,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032339.mp3,True
32340,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032340.mp3,True
32433,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032433.mp3,True
32435,Electronic,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032435.mp3,True
32437,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032437.mp3,True
32438,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032438.mp3,True
32439,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032439.mp3,True
32525,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032525.mp3,True
32686,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032686.mp3,True
32687,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032687.mp3,True
32689,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032689.mp3,True
32693,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032693.mp3,True
32694,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032694.mp3,True
32695,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032695.mp3,True
32755,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032755.mp3,True
32756,Folk,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032756.mp3,True
32759,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032759.mp3,True
32760,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032760.mp3,True
32800,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032800.mp3,True
32882,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\032\032882.mp3,True
33020,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033020.mp3,True
33049,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033049.mp3,True
33050,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033050.mp3,True
33064,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033064.mp3,True
33067,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033067.mp3,True
33068,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033068.mp3,True
33069,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033069.mp3,True
33070,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033070.mp3,True
33071,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033071.mp3,True
33072,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033072.mp3,True
33123,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033123.mp3,True
33124,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033124.mp3,True
33203,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033203.mp3,True
33216,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033216.mp3,True
33221,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033221.mp3,True
33278,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033278.mp3,True
33415,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033415.mp3,True
33422,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033422.mp3,True
33424,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033424.mp3,True
33426,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033426.mp3,True
33446,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033446.mp3,True
33459,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033459.mp3,True
33460,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033460.mp3,True
33461,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033461.mp3,True
33465,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033465.mp3,True
33477,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033477.mp3,True
33486,Experimental,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033486.mp3,True
33538,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033538.mp3,True
33992,Rock,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\033\033992.mp3,True
34003,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034003.mp3,True
34147,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034147.mp3,True
34167,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034167.mp3,True
34257,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034257.mp3,True
34258,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034258.mp3,True
34263,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034263.mp3,True
34484,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034484.mp3,True
34510,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034510.mp3,True
34511,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034511.mp3,True
34994,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034994.mp3,True
34996,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\034\034996.mp3,True
35007,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035007.mp3,True
35008,Experimental,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035008.mp3,True
35182,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035182.mp3,True
35184,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035184.mp3,True
35198,Experimental,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035198.mp3,True
35199,Experimental,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035199.mp3,True
35204,Experimental,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035204.mp3,True
35296,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035296.mp3,True
35299,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035299.mp3,True
35443,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035443.mp3,True
35444,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035444.mp3,True
35462,Experimental,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035462.mp3,True
35527,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035527.mp3,True
35534,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035534.mp3,True
35535,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035535.mp3,True
35537,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035537.mp3,True
35539,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035539.mp3,True
35541,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035541.mp3,True
35543,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035543.mp3,True
35544,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035544.mp3,True
35545,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035545.mp3,True
35549,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035549.mp3,True
35550,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035550.mp3,True
35569,Electronic,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035569.mp3,True
35571,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035571.mp3,True
35608,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035608.mp3,True
35734,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\035\035734.mp3,True
36096,Electronic,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036096.mp3,True
36097,Electronic,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036097.mp3,True
36099,Electronic,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036099.mp3,True
36143,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036143.mp3,True
36144,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036144.mp3,True
36145,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036145.mp3,True
36146,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036146.mp3,True
36147,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036147.mp3,True
36245,Electronic,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036245.mp3,True
36257,Electronic,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036257.mp3,True
36258,Electronic,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036258.mp3,True
36261,Electronic,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036261.mp3,True
36272,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036272.mp3,True
36273,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036273.mp3,True
36275,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036275.mp3,True
36277,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036277.mp3,True
36302,Hip-Hop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036302.mp3,True
36304,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036304.mp3,True
36322,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036322.mp3,True
36333,Folk,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036333.mp3,True
36371,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036371.mp3,True
36380,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036380.mp3,True
36388,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036388.mp3,True
36428,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036428.mp3,True
36435,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036435.mp3,True
36481,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036481.mp3,True
36526,Rock,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036526.mp3,True
36560,Pop,validation,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036560.mp3,True
36567,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036567.mp3,True
36614,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036614.mp3,True
36615,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036615.mp3,True
36616,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036616.mp3,True
36618,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036618.mp3,True
36643,Pop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036643.mp3,True
36659,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036659.mp3,True
36799,Experimental,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036799.mp3,True
36959,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036959.mp3,True
36961,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036961.mp3,True
36965,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036965.mp3,True
36966,Pop,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036966.mp3,True
36983,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036983.mp3,True
36984,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036984.mp3,True
36985,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036985.mp3,True
36986,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036986.mp3,True
36987,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036987.mp3,True
36988,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036988.mp3,True
36990,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036990.mp3,True
36992,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036992.mp3,True
36994,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036994.mp3,True
36997,Hip-Hop,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036997.mp3,True
36998,Electronic,test,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036998.mp3,True
36999,International,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\036\036999.mp3,True
37041,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\037\037041.mp3,True
37111,Instrumental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\037\037111.mp3,True
37113,Instrumental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\037\037113.mp3,True
37119,Instrumental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\037\037119.mp3,True
37121,Experimental,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\037\037121.mp3,True
37131,Electronic,training,C:\Users\Robben's Laptop\OneDrive\Documents\Personal Projects\signals-of-genres\dataset\fma_small\037\037131.mp3,True
